Player,Gross P/W (GBP/EUR),Gross P/W (USD),Gross P/Min(USD),Gross P/Y  (GBP/EUR),Gross P/Y (USD),Gross P/Y  (GBP/EUR) BONUS,Signed,Gross Remaining (USD),Status,Pos.,Pos.,Age,Country,Club,Competition,
 Plamen Andreev                 ,4615,5861.05,0.581453373,240000,304800,                 ," Aug 31, 2024     ",#REF!, Reserve , K    , GK   ,19, Bulgaria                         ,Feyenoord,UEFA Champions League,
 Niek Schiks                    ,4615,5861.05,0.581453373,240000,304800,                 ," Feb 17, 2024     ",#REF!, Reserve , K    , GK   ,20, Netherlands                      ,PSV Eindhoven,UEFA Champions League,
 Przemyslaw Tyton               ,4615,5861.05,0.581453373,240000,304800,                 ," Mar 23, 2024     ",#REF!, Reserve , K    , GK   ,37, Poland                           ,Twente,UEFA Europa League,
 Toni Borevkovic          ,4615,5861.05,0.581453373,240000,304800,                 ," Jul 7, 2021      ",#REF!, Starter , D    , CB   ,27, Croatia                          ,Vitoria de Guimaraes,UEFA Conference League,
Léo Scienza,5385,5815.8,0.576964286,280000,302400,,45474,#REF!,Reserve,F,LW,25,Brazil,1. FC Heidenheim,Bundesliga,
Kevin Zeroli,5385,5815.8,0.576964286,280000,302400,,45474,#REF!,Reserve,M,CM,19,Italy,AC Milan,Serie A,
Adam Aznou,5385,5815.8,0.576964286,280000,302400,,45474,#REF!,Reserve,D,LB,18,Morocco,Bayern Munich,Bundesliga,
Niklas Pyyhtiä,5385,5815.8,0.576964286,280000,302400,,44927,#REF!,Reserve,M,CM,20,Finland,Bologna,Serie A,
Kacper Urbanski,5385,5815.8,0.576964286,280000,302400,,45134,#REF!,Reserve,M,CM,19,Poland,Bologna,Serie A,
Kjell Wätjen,5385,5815.8,0.576964286,280000,302400,,45474,#REF!,Reserve,M,CM,18,Germany,Borussia Dortmund,Bundesliga,
Fabio Chiarodia,5385,5815.8,0.576964286,280000,302400,,45108,#REF!,Reserve,D,CB,19,Italy,Borussia Monchengladbach,Bundesliga,
Ben Lhassine Kone,5385,5815.8,0.576964286,280000,302400,,45474,#REF!,Reserve,M,CM,24,Cote d'Ivoire,Como,Serie A,
Marco Sala,5385,5815.8,0.576964286,280000,302400,,45131,#REF!,Reserve,D,LB,25,Italy,Como,Serie A,
Nathaniel Brown,5385,5815.8,0.576964286,280000,302400,,45294,#REF!,Reserve,D,LB,21,Germany,Eintracht Frankfurt,Bundesliga,
Igor Matanovic,5385,5815.8,0.576964286,280000,302400,,44438,#REF!,Reserve,F,CF,21,Croatia,Eintracht Frankfurt,Bundesliga,
Yusuf Kabadayi,5385,5815.8,0.576964286,280000,302400,,45477,#REF!,Reserve,F,LW,20,Germany,FC Augsburg,Bundesliga,
Ben Voll,5385,5815.8,0.576964286,280000,302400,,45474,#REF!,Reserve,K,GK,23,Germany,FC St. Pauli,Bundesliga,
Mattia Chiesa,5385,5815.8,0.576964286,280000,302400,,43647,#REF!,Reserve,K,GK,24,Italy,Hellas Verona,Serie A,
Luca Monticelli,5385,5815.8,0.576964286,280000,302400,,45534,#REF!,Reserve,F,CF,19,Belgium,Hellas Verona,Serie A,
Yllan Okou,5385,5815.8,0.576964286,280000,302400,,45502,#REF!,Reserve,D,CB,21,France,Hellas Verona,Serie A,
Reda Belahyane,5385,5815.8,0.576964286,280000,302400,,45316,#REF!,Starter,M,DM,20,France,Hellas Verona,Serie A,
Raffaele Di Gennaro,5385,5815.8,0.576964286,280000,302400,,45120,#REF!,Reserve,K,GK,30,Italy,Inter Milan,Serie A,
Luis Hasa,5385,5815.8,0.576964286,280000,302400,,45534,#REF!,Reserve,M,CM,20,Italy,Lecce,Serie A,
Nikolas Veratschnig,5385,5815.8,0.576964286,280000,302400,,45474,#REF!,Reserve,D,RB,21,Austria,Mainz 05,Bundesliga,
Ali Dembélé,5385,5815.8,0.576964286,280000,302400,,45108,#REF!,Reserve,D,RB,20,France,Torino,Serie A,
Zanos Savva,5385,5815.8,0.576964286,280000,302400,,45044,#REF!,Reserve,F,RW,18,Cyprus,Torino,Serie A,
Max Moerstedt,5385,5815.8,0.576964286,280000,302400,,45344,#REF!,Reserve,F,CF,18,Germany,TSG Hoffenheim,Bundesliga,
Arthur Atta,5385,5815.8,0.576964286,280000,302400,,45534,#REF!,Reserve,M,DM,21,France,Udinese,Serie A,
Iker Bravo,5385,5815.8,0.576964286,280000,302400,,45504,#REF!,Reserve,F,CF,19,Spain,Udinese,Serie A,
Franco Carboni,5385,5815.8,0.576964286,280000,302400,,45534,#REF!,Reserve,D,LB,21,Argentina,Venezia,Serie A,
Matteo Grandi,5385,5815.8,0.576964286,280000,302400,,45120,#REF!,Reserve,K,GK,31,Italy,Venezia,Serie A,
Samuel Bamba,5385,5815.8,0.576964286,280000,302400,,45474,#REF!,Reserve,F,RW,20,Germany,VfL Bochum,Bundesliga,
Agon Elezi,5385,5815.8,0.576964286,280000,302400,,45321,#REF!,Reserve,M,CM,23,North Macedonia,VfL Bochum,Bundesliga,
Mio Backhaus,5385,5815.8,0.576964286,280000,302400,,44754,#REF!,Reserve,K,GK,20,Germany,Werder Bremen,Bundesliga,
Vitus Eicher,5192,5607.36,0.556285714,270000,291600,,45084,#REF!,Reserve,K,GK,33,Germany,1. FC Heidenheim,Bundesliga,
Abdoulaye Bamba,5192,5607.36,0.556285714,270000,291600,,45428,#REF!,Reserve,D,CB,34,Cote d'Ivoire,Angers,Ligue 1,
Esteban Lepaul,5192,5607.36,0.556285714,270000,291600,,45316,#REF!,Reserve,F,CF,24,France,Angers,Ligue 1,
Oussama Targhalline,5192,5607.36,0.556285714,270000,291600,,44932,#REF!,Starter,M,CM,22,Morocco,Brest,Ligue 1,
Luca de la Torre,5192,5607.36,0.556285714,270000,291600,,44750,#REF!,Reserve,M,CM,26,United States,Celta Vigo,La Liga,
Marko Ivezic,5192,5607.36,0.556285714,270000,291600,,45108,#REF!,Starter,M,DM,22,Serbia,Holstein Kiel,Bundesliga,
Ayyoub Bouaddi,5192,5607.36,0.556285714,270000,291600,,45453,#REF!,Reserve,M,CM,16,France,Lens,Ligue 1,
Rémy Descamps,5192,5607.36,0.556285714,270000,291600,,45527,#REF!,Reserve,K,GK,28,France,Lille,Ligue 1,
Bilal Nadir,5192,5607.36,0.556285714,270000,291600,,45364,#REF!,Reserve,M,CM,20,Morocco,Lyon,Ligue 1,
Paul Nebel,5192,5607.36,0.556285714,270000,291600,,44012,#REF!,Reserve,F,AM,21,Germany,Mainz 05,Bundesliga,
Leo Román,5192,5607.36,0.556285714,270000,291600,,44743,#REF!,Reserve,K,GK,24,Spain,Mallorca,La Liga,
Javi Llabrés,5192,5607.36,0.556285714,270000,291600,,44743,#REF!,Reserve,F,LW,21,Spain,Mallorca,La Liga,
Woyo Coulibaly,5192,5607.36,0.556285714,270000,291600,,44438,#REF!,Starter,D,RB,25,France,Parma,Serie A,
Moïse Sahi Dion,5192,5607.36,0.556285714,270000,291600,,45134,#REF!,Reserve,F,CF,22,Cote d'Ivoire,Strasbourg,Ligue 1,
David Torres,5192,5607.36,0.556285714,270000,291600,,45134,#REF!,Starter,D,CB,21,Spain,Valladolid,La Liga,
Tim Oermann,5192,5607.36,0.556285714,270000,291600,,44917,#REF!,Reserve,D,CB,20,Germany,VfL Bochum,Bundesliga,
Emmanuel Sabbi,5000,5400,0.535714286,260000,280800,,45148,#REF!,Reserve,F,RW,26,United States,Brest,Ligue 1,
Fin Stevens,5000,5400,0.535714286,260000,280800,,45499,#REF!,Reserve,D,RB,21,Wales,FC St. Pauli,Bundesliga,
Daniele Sommariva,5000,5400,0.535714286,260000,280800,,45112,#REF!,Reserve,K,GK,27,Italy,Genoa,Serie A,
Antoine Hainaut,5000,5400,0.535714286,260000,280800,,44592,#REF!,Reserve,M,CM,22,France,Parma,Serie A,
 Shaocong Wu               ,4231,5373.37,0.533072421,220000,279400,                 ," Jul 1, 2024      ",#REF!, Reserve , D    , CB   ,24, China                            ,Istanbul Basaksehir,UEFA Conference League,
 Bruno Gaspar             ,4231,5373.37,0.533072421,220000,279400,                 ," Jan 31, 2022     ",#REF!, Starter , D    , RB   ,31, Angola                           ,Vitoria de Guimaraes,UEFA Conference League,
 Bruno Varela             ,4231,5373.37,0.533072421,220000,279400,                 ," Aug 19, 2020     ",#REF!, Starter , K    , GK   ,29, Cape Verde                       ,Vitoria de Guimaraes,UEFA Conference League,
Yanis Zouaoui,4808,5192.64,0.515142857,250000,270000,,45478,#REF!,Reserve,D,LB,26,France,Brest,Ligue 1,
Issa Soumaré,4808,5192.64,0.515142857,250000,270000,,45111,#REF!,Starter,F,LW,23,Senegal,Brest,Ligue 1,
Williot Swedberg,4808,5192.64,0.515142857,250000,270000,,44743,#REF!,Starter,F,AM,20,Sweden,Celta Vigo,La Liga,
Robert Gumny,4808,5192.64,0.515142857,250000,270000,,44076,#REF!,Reserve,D,RB,26,Poland,FC Augsburg,Bundesliga,
Vito Mannone,4808,5192.64,0.515142857,250000,270000,,45167,#REF!,Reserve,K,GK,36,Italy,Lens,Ligue 1,
Jon Aramburu,4808,5192.64,0.515142857,250000,270000,,45474,#REF!,Starter,D,RB,22,Venezuela,Real Sociedad,La Liga,
Boubacar Fall,4808,5192.64,0.515142857,250000,270000,,44413,#REF!,Reserve,K,GK,23,Senegal,Saint-Etienne,Ligue 1,
Juanlu Sánchez,4808,5192.64,0.515142857,250000,270000,,44743,#REF!,Reserve,D,RB,21,Spain,Sevilla,La Liga,
Álex Domínguez,4808,5192.64,0.515142857,250000,270000,,45133,#REF!,Reserve,K,GK,26,Spain,Toulouse,Ligue 1,
Jesús Owono,4615,4984.2,0.494464286,240000,259200,,45315,#REF!,Reserve,K,GK,23,Equatorial Guinea,Alaves,La Liga,
Yahia Fofana,4615,4984.2,0.494464286,240000,259200,,44743,#REF!,Starter,K,GK,24,Cote d'Ivoire,Angers,Ligue 1,
Eros Maddy,4615,4984.2,0.494464286,240000,259200,,45132,#REF!,Reserve,F,RW,23,Netherlands,AS Monaco,Ligue 1,
Noël Aséko Nkili,4615,4984.2,0.494464286,240000,259200,,45427,#REF!,Reserve,M,DM,18,Germany,Bayern Munich,Bundesliga,
Julien Duranville,4615,4984.2,0.494464286,240000,259200,,44953,#REF!,Reserve,F,RW,18,Belgium,Borussia Dortmund,Bundesliga,
Marcel Lotka,4615,4984.2,0.494464286,240000,259200,,45029,#REF!,Reserve,K,GK,23,Germany,Borussia Dortmund,Bundesliga,
Kingstone Mutandwa,4615,4984.2,0.494464286,240000,259200,,45560,#REF!,Reserve,F,CF,21,Zambia,Cagliari,Serie A,
Jofre Carreras,4615,4984.2,0.494464286,240000,259200,,44743,#REF!,Starter,F,RW,23,Spain,Espanyol,La Liga,
Joan García,4615,4984.2,0.494464286,240000,259200,,45246,#REF!,Starter,K,GK,23,Spain,Espanyol,La Liga,
Nicolai Remberg,4615,4984.2,0.494464286,240000,259200,,45108,#REF!,Reserve,M,CM,24,Germany,Holstein Kiel,Bundesliga,
Lasse Rosenboom,4615,4984.2,0.494464286,240000,259200,,45108,#REF!,Reserve,D,RB,22,Germany,Holstein Kiel,Bundesliga,
Denis Petric,4615,4984.2,0.494464286,240000,259200,,45510,#REF!,Reserve,K,GK,36,Slovenia,Le Havre,Ligue 1,
Gabriel Barès,4615,4984.2,0.494464286,240000,259200,,44586,#REF!,Reserve,M,DM,24,Switzerland,Montpellier,Ligue 1,
Christopher Wooh,4615,4984.2,0.494464286,240000,259200,,44805,#REF!,Reserve,D,CB,22,Cameroon,Rennes,Ligue 1,
Louis Mouton,4615,4984.2,0.494464286,240000,259200,,44743,#REF!,Reserve,M,DM,22,France,Saint-Etienne,Ligue 1,
Ben Old,4615,4984.2,0.494464286,240000,259200,,45482,#REF!,Starter,F,LW,22,New Zealand,Saint-Etienne,Ligue 1,
Pedro Ortiz,4615,4984.2,0.494464286,240000,259200,,45474,#REF!,Reserve,M,CM,24,Spain,Sevilla,La Liga,
Warren Kamanzi,4615,4984.2,0.494464286,240000,259200,,44928,#REF!,Reserve,D,RB,23,Norway,Toulouse,Ligue 1,
Shavy Babicka,4615,4984.2,0.494464286,240000,259200,,45309,#REF!,Reserve,F,RW,24,Gabon,Toulouse,Ligue 1,
 Kristian Hlynsson              ,3846,4884.42,0.484565476,200000,254000,                 ," Jan 25, 2022     ",#REF!, Reserve , F    , AM   ,20, Iceland                          ,Ajax,UEFA Europa League,
 Ruben van Bommel               ,3846,4884.42,0.484565476,200000,254000,                 ," Jul 1, 2023      ",#REF!, Starter , F    , LW   ,20, Netherlands                      ,AZ Alkmaar,UEFA Europa League,
 Thiago Helguera          ,3846,4884.42,0.484565476,200000,254000,                 ," Jul 1, 2024      ",#REF!, Reserve , M    , DM   ,18, Uruguay                          ,Braga,UEFA Europa League,
 Óscar Rivas              ,3846,4884.42,0.484565476,200000,254000,                 ," Jul 2, 2024      ",#REF!, Reserve , D    , CB   ,24, Spain                            ,Vitoria de Guimaraes,UEFA Conference League,
Randy Nteka,4423,4776.84,0.473892857,230000,248400,,44405,#REF!,Reserve,F,AM,26,Angola,Rayo Vallecano,La Liga,
Maximilian Breunig,4231,4569.48,0.453321429,220000,237600,,45474,#REF!,Reserve,F,CF,24,Germany,1. FC Heidenheim,Bundesliga,
Alen Sherri,4231,4569.48,0.453321429,220000,237600,,45497,#REF!,Reserve,K,GK,26,Albania,Cagliari,Serie A,
Federico Magro,4231,4569.48,0.453321429,220000,237600,,45534,#REF!,Reserve,K,GK,19,Italy,Hellas Verona,Serie A,
Dominik Javorcek,4231,4569.48,0.453321429,220000,237600,,45534,#REF!,Reserve,D,LB,21,Slovakia,Holstein Kiel,Bundesliga,
Daniel Batz,4231,4569.48,0.453321429,220000,237600,,45108,#REF!,Reserve,K,GK,33,Germany,Mainz 05,Bundesliga,
Maxim Dal,4231,4569.48,0.453321429,220000,237600,,45474,#REF!,Reserve,D,CB,18,Germany,Mainz 05,Bundesliga,
Davide Diaw,4231,4569.48,0.453321429,220000,237600,,44225,#REF!,Reserve,F,CF,32,Italy,Monza,Serie A,
Semuel Pizzignacco,4231,4569.48,0.453321429,220000,237600,,45509,#REF!,Starter,K,GK,23,Italy,Monza,Serie A,
Anas Haj Mohamed,4231,4569.48,0.453321429,220000,237600,,45211,#REF!,Reserve,F,RW,19,Tunisia,Parma,Serie A,
Doğan Alemdar,4231,4569.48,0.453321429,220000,237600,,44435,#REF!,Reserve,K,GK,21,Turkey,Rennes,Ligue 1,
Jordy Makengo,4231,4569.48,0.453321429,220000,237600,,45201,#REF!,Reserve,D,LB,23,France,SC Freiburg,Bundesliga,
Magnus Kofod Andersen,4231,4569.48,0.453321429,220000,237600,,44743,#REF!,Reserve,M,CM,25,Denmark,Venezia,Serie A,
 Kees Smit                      ,3462,4396.74,0.436184524,180000,228600,                 ," Jan 22, 2024     ",#REF!, Reserve , M    , CM   ,18, Netherlands                      ,AZ Alkmaar,UEFA Europa League,
 Mees de Wit                    ,3462,4396.74,0.436184524,180000,228600,                 ," Jul 1, 2022      ",#REF!, Reserve , D    , LB   ,26, Netherlands                      ,AZ Alkmaar,UEFA Europa League,
 Gorby                    ,3462,4396.74,0.436184524,180000,228600,                 ," Dec 1, 2021      ",#REF!, Starter , M    , CM   ,22, France                           ,Braga,UEFA Europa League,
 Anass Salah-Eddine             ,3462,4396.74,0.436184524,180000,228600,                 ," Feb 1, 2024      ",#REF!, Starter , D    , LB   ,22, Netherlands                      ,Twente,UEFA Europa League,
 Ricky van Wolfswinkel          ,3462,4396.74,0.436184524,180000,228600,                 ," May 5, 2024      ",#REF!, Starter , F    , CF   ,35, Netherlands                      ,Twente,UEFA Europa League,
 Sem Steijn                     ,3462,4396.74,0.436184524,180000,228600,                 ," Jul 1, 2022      ",#REF!, Starter , F    , AM   ,22, Netherlands                      ,Twente,UEFA Europa League,
 Younes Taha                    ,3462,4396.74,0.436184524,180000,228600,                 ," Jul 1, 2023      ",#REF!, Reserve , F    , AM   ,21, Morocco                          ,Twente,UEFA Europa League,
 Jorge Fernandes          ,3462,4396.74,0.436184524,180000,228600,                 ," Aug 4, 2020      ",#REF!, Reserve , D    , CB   ,27, Portugal                         ,Vitoria de Guimaraes,UEFA Conference League,
 Charles                  ,3462,4396.74,0.436184524,180000,228600,                 ," Nov 4, 2024      ",#REF!, Reserve , K    , GK   ,30, Brazil                           ,Vitoria de Guimaraes,UEFA Conference League,
Adama Boiro,4038,4361.04,0.432642857,210000,226800,,45474,#REF!,Starter,D,LB,22,Spain,Athletic Bilbao,La Liga,
Mikel Jauregizar,4038,4361.04,0.432642857,210000,226800,,45215,#REF!,Reserve,M,CM,20,Spain,Athletic Bilbao,La Liga,
Pablo Torre,4038,4361.04,0.432642857,210000,226800,,44743,#REF!,Reserve,F,AM,21,Spain,Barcelona,La Liga,
Yann Kitala,4038,4361.04,0.432642857,210000,226800,,44755,#REF!,Reserve,F,CF,26,Democratic Republic of the Congo,Brest,Ligue 1,
Omar El Hilali,4038,4361.04,0.432642857,210000,226800,,45274,#REF!,Starter,D,RB,20,Morocco,Espanyol,La Liga,
Ángel Fortuño,4038,4361.04,0.432642857,210000,226800,,45474,#REF!,Reserve,K,GK,22,Spain,Espanyol,La Liga,
Sergio González,4038,4361.04,0.432642857,210000,226800,,45445,#REF!,Starter,D,CB,32,Spain,Leganes,La Liga,
José Copete,4038,4361.04,0.432642857,210000,226800,,44743,#REF!,Starter,D,CB,24,Spain,Mallorca,La Liga,
Ander Astralaga,3846,4153.68,0.412071429,200000,216000,,45498,#REF!,Reserve,K,GK,20,Spain,Barcelona,La Liga,
Max Geschwill,3846,4153.68,0.412071429,200000,216000,,45474,#REF!,Starter,D,CB,23,Germany,Holstein Kiel,Bundesliga,
Phil Harres,3846,4153.68,0.412071429,200000,216000,,45474,#REF!,Reserve,F,CF,22,Germany,Holstein Kiel,Bundesliga,
Iker Benito,3846,4153.68,0.412071429,200000,216000,,45506,#REF!,Reserve,F,RW,22,Spain,Osasuna,La Liga,
Jorge Herrando,3846,4153.68,0.412071429,200000,216000,,45112,#REF!,Reserve,D,CB,23,Spain,Osasuna,La Liga,
Sergi Altimira,3846,4153.68,0.412071429,200000,216000,,45149,#REF!,Reserve,M,CM,23,Spain,Real Betis,La Liga,
Jon Magunazelaia,3846,4153.68,0.412071429,200000,216000,,44937,#REF!,Reserve,F,AM,23,Spain,Real Sociedad,La Liga,
Pierre Ekwah,3846,4153.68,0.412071429,200000,216000,,45534,#REF!,Starter,M,DM,22,France,Saint-Etienne,Ligue 1,
Yarek Gasiorowski,3846,4153.68,0.412071429,200000,216000,,44777,#REF!,Starter,D,CB,19,Spain,Valencia,La Liga,
César Tárrega,3846,4153.68,0.412071429,200000,216000,,45309,#REF!,Starter,D,CB,22,Spain,Valencia,La Liga,
Ramón Terrats,3846,4153.68,0.412071429,200000,216000,,45108,#REF!,Reserve,M,DM,23,Spain,Villarreal,La Liga,
 Ali Yeşilyurt             ,3269,4151.63,0.411868056,170000,215900,                 ," Jul 1, 2023      ",#REF!, Reserve , D    , CB   ,19, Turkey                           ,Galatasaray,UEFA Europa League,
 Batuhan Şen               ,3269,4151.63,0.411868056,170000,215900,                 ," Jul 1, 2019      ",#REF!, Reserve , K    , GK   ,25, Turkey                           ,Galatasaray,UEFA Europa League,
 Deniz Dilmen              ,3269,4151.63,0.411868056,170000,215900,                 ," Aug 3, 2023      ",#REF!, Reserve , K    , GK   ,19, Turkey                           ,Istanbul Basaksehir,UEFA Conference League,
 Mohamed Hassan Fofana     ,3269,4151.63,0.411868056,170000,215900,                 ," Jul 1, 2023      ",#REF!, Reserve , M    , CM   ,19, Cote d'Ivoire                    ,Istanbul Basaksehir,UEFA Conference League,
 Philippe Paulin Keny      ,3269,4151.63,0.411868056,170000,215900,                 ," Aug 29, 2022     ",#REF!, Reserve , F    , CF   ,25, Senegal                          ,Istanbul Basaksehir,UEFA Conference League,
 Burak Sefa Kavraz         ,3269,4151.63,0.411868056,170000,215900,                 ," Nov 1, 2023      ",#REF!, Reserve , D    , RB   ,19, Turkey                           ,Istanbul Basaksehir,UEFA Conference League,
Francesco Rossi,3654,3946.32,0.3915,190000,205200,,44569,#REF!,Reserve,K,GK,33,Italy,Atalanta,Serie A,
Marco Carnesecchi,3654,3946.32,0.3915,190000,205200,,43647,#REF!,Starter,K,GK,24,Italy,Atalanta,Serie A,
Lucas Da Cunha,3654,3946.32,0.3915,190000,205200,,44942,#REF!,Reserve,F,LW,23,France,Como,Serie A,
Ali Jasim,3654,3946.32,0.3915,190000,205200,,45497,#REF!,Reserve,F,LW,20,Iraq,Como,Serie A,
Pierre Bolchini,3654,3946.32,0.3915,190000,205200,,43705,#REF!,Reserve,K,GK,25,Italy,Como,Serie A,
Federico Brancolini,3654,3946.32,0.3915,190000,205200,,45511,#REF!,Reserve,K,GK,23,Italy,Empoli,Serie A,
Emmanuel Ekong,3654,3946.32,0.3915,190000,205200,,44378,#REF!,Reserve,F,RW,22,Sweden,Empoli,Serie A,
Luca Belardinelli,3654,3946.32,0.3915,190000,205200,,44378,#REF!,Reserve,M,CM,23,Italy,Empoli,Serie A,
Omar Sadik,3654,3946.32,0.3915,190000,205200,,45108,#REF!,Reserve,F,CF,20,Morocco,Espanyol,La Liga,
Henri Koudossou,3654,3946.32,0.3915,190000,205200,,44743,#REF!,Reserve,D,RB,24,Germany,FC Augsburg,Bundesliga,
Adam Dzwigala,3654,3946.32,0.3915,190000,205200,,45377,#REF!,Reserve,D,CB,28,Poland,FC St. Pauli,Bundesliga,
Grigoris Kastanos,3654,3946.32,0.3915,190000,205200,,45503,#REF!,Reserve,F,AM,26,Cyprus,Hellas Verona,Serie A,
Junior Ajayi,3654,3946.32,0.3915,190000,205200,,45474,#REF!,Reserve,F,CF,19,Cote d'Ivoire,Hellas Verona,Serie A,
Finn Porath,3654,3946.32,0.3915,190000,205200,,44958,#REF!,Starter,F,AM,27,Germany,Holstein Kiel,Bundesliga,
Alessandro Bianco,3654,3946.32,0.3915,190000,205200,,45534,#REF!,Starter,M,CM,21,Italy,Monza,Serie A,
Matteo Palma,3654,3946.32,0.3915,190000,205200,,45474,#REF!,Reserve,D,CB,16,Germany,Udinese,Serie A,
Leonidas Stergiou,3654,3946.32,0.3915,190000,205200,,45474,#REF!,Reserve,D,CB,22,Switzerland,VfB Stuttgart,Bundesliga,
Paris Maghoma,3000,3810,0.37797619,156000,198120,,45506,#REF!,Reserve,M,CM,23,England,Brentford,Premier League,
Imari Samuels,3000,3810,0.37797619,156000,198120,,45474,#REF!,Reserve,D,LB,21,England,Brighton & Hove Albion,Premier League,
Killian Cahill,3000,3810,0.37797619,156000,198120,,44743,#REF!,Reserve,K,GK,20,Ireland,Brighton & Hove Albion,Premier League,
Cieran Slicker,3000,3810,0.37797619,156000,198120,,45115,#REF!,Reserve,K,GK,21,Scotland,Ipswich Town,Premier League,
Alex Murphy,3000,3810,0.37797619,156000,198120,,45474,#REF!,Reserve,D,LB,20,Ireland,Newcastle United,Premier League,
Zach Abbott,3000,3810,0.37797619,156000,198120,,45474,#REF!,Reserve,D,CB,18,England,Nottingham Forest,Premier League,
Yassin Belkhdim,3462,3738.96,0.370928571,180000,194400,,45485,#REF!,Reserve,M,CM,22,Morocco,Angers,Ligue 1,
Halid Sabanovic,3462,3738.96,0.370928571,180000,194400,,44743,#REF!,Reserve,D,RB,25,Bosnia-Herzegovina,Angers,Ligue 1,
Ousmane Camara,3462,3738.96,0.370928571,180000,194400,,44789,#REF!,Reserve,D,CB,21,France,Angers,Ligue 1,
Javier Martón,3462,3738.96,0.370928571,180000,194400,,45112,#REF!,Reserve,F,CF,25,Spain,Athletic Bilbao,La Liga,
Sadik Fofana,3462,3738.96,0.370928571,180000,194400,,44724,#REF!,Reserve,D,CB,21,Togo,Bayer Leverkusen,Bundesliga,
Almugera Kabar,3462,3738.96,0.370928571,180000,194400,,45474,#REF!,Reserve,D,LB,18,Germany,Borussia Dortmund,Bundesliga,
Cole Campbell,3462,3738.96,0.370928571,180000,194400,,,#REF!,Reserve,F,RW,18,United States,Borussia Dortmund,Bundesliga,
Antoniu Roca,3462,3738.96,0.370928571,180000,194400,,45474,#REF!,Reserve,F,RW,21,Spain,Espanyol,La Liga,
Philipp Treu,3462,3738.96,0.370928571,180000,194400,,45108,#REF!,Starter,D,LB,23,Germany,FC St. Pauli,Bundesliga,
Chrisantus Uche,3462,3738.96,0.370928571,180000,194400,,45474,#REF!,Starter,M,DM,21,Nigeria,Getafe,La Liga,
Juan Iglesias,3462,3738.96,0.370928571,180000,194400,,44427,#REF!,Reserve,D,RB,26,Spain,Getafe,La Liga,
Gabriel Misehouy,3462,3738.96,0.370928571,180000,194400,,45483,#REF!,Reserve,F,AM,19,Netherlands,Girona,La Liga,
Jhon Solís,3462,3738.96,0.370928571,180000,194400,,45170,#REF!,Reserve,M,CM,19,Colombia,Girona,La Liga,
Juanma Herzog,3462,3738.96,0.370928571,180000,194400,,45108,#REF!,Starter,D,CB,20,Spain,Las Palmas,La Liga,
Marc-Aurèle Caillard,3462,3738.96,0.370928571,180000,194400,,45534,#REF!,Reserve,K,GK,30,France,Lens,Ligue 1,
Iván Cuéllar,3462,3738.96,0.370928571,180000,194400,,45478,#REF!,Reserve,K,GK,40,Spain,Mallorca,La Liga,
Lucas Mincarelli,3462,3738.96,0.370928571,180000,194400,,45355,#REF!,Starter,D,LB,20,France,Montpellier,Ligue 1,
Rareș Ilie,3462,3738.96,0.370928571,180000,194400,,44758,#REF!,Reserve,F,AM,21,Romania,Nice,Ligue 1,
Pablo Ibáñez,3462,3738.96,0.370928571,180000,194400,,44743,#REF!,Starter,M,CM,25,Spain,Osasuna,La Liga,
Joni Montiel,3462,3738.96,0.370928571,180000,194400,,42917,#REF!,Reserve,F,AM,26,Spain,Rayo Vallecano,La Liga,
Unai Marrero,3462,3738.96,0.370928571,180000,194400,,45119,#REF!,Reserve,K,GK,22,Spain,Real Sociedad,La Liga,
Max Rosenfelder,3462,3738.96,0.370928571,180000,194400,,45489,#REF!,Reserve,D,CB,21,Germany,SC Freiburg,Bundesliga,
Manu Bueno,3462,3738.96,0.370928571,180000,194400,,44866,#REF!,Reserve,M,CM,20,Spain,Sevilla,La Liga,
Jérémy Sebas,3462,3738.96,0.370928571,180000,194400,,45474,#REF!,Reserve,F,LW,21,Martinique,Strasbourg,Ligue 1,
Denis Genreau,3462,3738.96,0.370928571,180000,194400,,44410,#REF!,Reserve,F,AM,25,Australia,Toulouse,Ligue 1,
Paul Grave,3462,3738.96,0.370928571,180000,194400,,45077,#REF!,Reserve,K,GK,23,Germany,VfL Bochum,Bundesliga,
Niklas Jahn,3462,3738.96,0.370928571,180000,194400,,45474,#REF!,Reserve,M,DM,20,Germany,VfL Bochum,Bundesliga,
 Hobie Verhulst                 ,2885,3663.95,0.363487103,150000,190500,                 ," Dec 12, 2022     ",#REF!, Reserve , K    , GK   ,31, Netherlands                      ,AZ Alkmaar,UEFA Europa League,
 Arda Kılıç                ,2885,3663.95,0.363487103,150000,190500,                 ," Apr 26, 2024     ",#REF!, Reserve , F    , LW   ,19, Turkey                           ,Besiktas,UEFA Europa League,
 Fahri Ay                  ,2885,3663.95,0.363487103,150000,190500,                 ," Aug 13, 2024     ",#REF!, Reserve , M    , CM   ,19, Turkey                           ,Besiktas,UEFA Europa League,
 Göktuğ Baytekin           ,2885,3663.95,0.363487103,150000,190500,                 ," Apr 26, 2024     ",#REF!, Reserve , K    , GK   ,19, Turkey                           ,Besiktas,UEFA Europa League,
 Emrecan Terzi             ,2885,3663.95,0.363487103,150000,190500,                 ," Apr 26, 2024     ",#REF!, Reserve , D    , LB   ,20, Turkey                           ,Besiktas,UEFA Europa League,
